order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city_order,quartier_order,product_category,courier_id,order_hour,order_day_of_week,order_day,order_month,name,phone,registration_date,city_customer,quartier_customer,loyalty_score,client_actif
102250,CUST17299,2024-11-16 00:00:00,40.4,livré,15531.0,Bafoussam,Fomekoua,epicerie,16,0,Saturday,Saturday,2024-11,,,,,,,True
102251,CUST11058,2024-02-19 17:48:00,80.2,livré,18000.0,Yaounde,Jouvence,restauration,18,17,Monday,Monday,2024-02,Patricia DIBOTI,678299645,2023-07-26,Bafoussam,Baham-Route,56.5,True
102252,CUST11383,2024-12-14 00:00:00,34.3,livré,14800.0,Yaounde,Ngoa-Ekele,boisson,11,0,Saturday,Saturday,2024-12,,,,,,,True
102253,CUST11196,2022-10-03 14:28:00,186.7,en_retard,15000.0,Yaounde,Biyem-Assi,papeterie,21,14,Monday,Monday,2022-10,Marie OBAMA,650151803,2021-10-14,Yaounde,Jouvence,12.4,True
102254,CUST90763,2023-07-02 20:54:00,103.0,en_retard,5307.0,Douala,Nyalla,boisson,28,20,Sunday,Sunday,2023-07,,,,,,,False
102255,CUST17147,2023-11-17 00:00:00,68.0,livré,38001.0,Douala,Beedi,pharmacie,13,0,Friday,Friday,2023-11,,,,,,,True
102256,CUST10130,2025-03-14 21:58:00,21.8,annule,10342.0,Bafoussam,Tamdja,papeterie,23,21,Friday,Friday,2025-03,,,,,,,True
102257,CUST10706,2024-10-09 00:00:00,45.7,en_cours,500000.0,Yaounde,Nkol-Eton,electronique,23,0,Wednesday,Wednesday,2024-10,Florent NKOUAM,630452412,2022-09-04,Douala,Nyalla,70.7,True
102258,CUST90688,2025-02-13 00:00:00,20.7,livré,4968.0,Bafoussam,Ndiengdam,produit frais,15,0,Thursday,Thursday,2025-02,,,,,,,False
102259,CUST10505,2023-05-19 23:32:00,181.9,en_retard,25000.0,Yaounde,Madagascar,epicerie,22,23,Friday,Friday,2023-05,Bernard ndoumbe,699038359,2024-12-26,Douala,Ndogpassi,53.3,True
102260,CUST10986,2022-11-03 08:49:00,50.6,livré,5984.0,Yaounde,Biyem-Assi,restauration,19,8,Friday,Thursday,2022-11,Rémi ELA,647333543,2022-05-08,Douala,Ndogpassi,64.4,True
102261,CUST11205,2024-01-25 20:29:00,113.6,en_retard,17016.0,Yaounde,Santa Barbara,epicerie,47,20,Thursday,Thursday,2024-01,Rodrigue IBRAHIM,624314759,2022-01-01,Douala,Bepanda,100.0,True
102262,CUST10785,2022-09-08 13:42:00,123.2,en_retard,50000.0,Douala,Bepanda,inconnu,35,13,Thursday,Thursday,2022-09,ETOUNDI Boubacar,653622663,2022-07-09,Douala,Ndog-Bong,12.2,True
102263,CUST12042,2024-04-06 06:30:00,21.6,annulé,50000.0,Yaounde,Essos,inconnu,29,6,Tuesday,Saturday,2024-04,CHRISTELLE TEGUIA,659790013,2022-10-31,Yaounde,Essos,61.9,True
102264,CUST11600,2023-01-24 08:24:00,45.7,livré,44251.0,Douala,Deido,pharmacie,7,8,Tuesday,Tuesday,2023-01,Stéphane FOFANA,667617561,2022-02-05,Yaounde,Mimboman,51.5,True
102265,CUST10951,2024-01-06 17:44:00,69.6,livré,62083.0,Yaounde,Etoudi,pharmacie,47,17,Saturday,Saturday,2024-01,BELLO Abdou,651286958,2024-06-20,Douala,Nyalla,,True
102266,CUST11370,2024-08-04 00:00:00,58.1,livré,7108.0,Yaounde,Essos,inconnu,27,0,Sunday,Sunday,2024-08,Patricia AMOUGOU,00237633420607187010,2023-09-18,Yaounde,Etoudi,56.5,True
102267,CUST10671,2023-10-21 20:38:00,42.0,livré,,Douala,Kotto,papeterie,29,20,Saturday,Saturday,2023-10,KAMGA Norbert,613637575,2022-09-17,Douala,PK8,38.6,True
102268,CUST11770,2025-02-23 15:00:00,36.5,livré,18000.0,Bafoussam,Tougang,restauration,21,15,Sunday,Sunday,2025-02,Armel nkuissi,(+237)651455302,2023-08-20,Bafoussam,Bamougoum,48.2,True
102269,CUST12059,2024-07-27 11:17:00,10.9,annule,23590.0,Douala,Nyalla,cosmetique,20,11,Saturday,Saturday,2024-07,Constant barka,00237679490594504689,2024-04-20,Douala,Ndokotti,29.0,True
102270,CUST11947,2022-04-10 10:01:00,33.1,livré,31711.0,Douala,Kotto,inconnu,44,10,Sunday,Sunday,2022-04,Emmanuel MFOU,633500064,2022-08-15,Douala,New-Bell,26.3,True
102271,CUST10978,2024-11-28 00:00:00,42.9,livré,26107.0,Yaounde,Nkol-Eton,inconnu,33,0,Thursday,Thursday,2024-11,Gaston MBOCK,646173157,2024-11-21,Douala,Bonapriso,43.8,True
102272,CUST10466,2022-01-07 12:15:00,35.9,livré,22720.0,Douala,Cité des Palmiers,epicerie,17,12,Friday,Friday,2022-01,,,,,,,True
102273,CUST10402,2025-01-18 10:13:00,42.5,livré,-1907.0,Douala,Bonamoussadi,pharmacie,19,10,Saturday,Saturday,2025-01,Sandrine ndjock,695511909,2024-10-17,Yaounde,Essos,51.4,True
102274,CUST11210,2024-09-30 00:00:00,45.7,en_cours,4161.0,Bafoussam,Fomekoua,boisson,24,0,Monday,Monday,2024-09,Carine TCHIEMEGNI,687149951,2023-11-27,Yaounde,Melen,50.7,True
102275,CUST11120,2023-09-11 18:05:00,225.8,en_retard,-1718.0,Douala,Cité des Palmiers,boisson,31,18,Thursday,Monday,2023-09,Didier AKONO,671327848,2022-02-16,Bafoussam,Kamkop,9.9,True
102276,CUST17303,2025-01-11 00:00:00,5.0,annulé,2813.0,Douala,Logbessou,produit frais,7,0,Saturday,Saturday,2025-01,eric BIKELE,613885234,2024-08-23,Bafoussam,Pefura,56.6,True
102277,CUST12012,2023-12-27 17:37:00,65.0,livré,4844.0,Douala,Bepanda,produit frais,24,17,Wednesday,Wednesday,2023-12,,,,,,,True
102278,CUST11487,2024-07-19 14:49:00,93.6,en_retard,7153.0,Douala,Beedi,epicerie,41,14,Friday,Friday,2024-07,Solange IBRAHIM,698145654,2021-07-13,Yaounde,Nlongkak,36.3,True
102279,CUST17155,2025-01-20 23:51:00,45.7,livré,15000.0,Douala,PK8,boisson,37,23,Monday,Monday,2025-01,achille YAYA,662884503,2022-10-10,Bafoussam,Ndiengdam,66.8,True
102280,CUST11979,2025-12-02 00:00:00,176.3,en_retard,6532.0,Yaounde,Tsinga,produit frais,37,0,Wednesday,Tuesday,2025-12,Mariama EPEE,668646621,2023-04-24,Douala,Bepanda,6.7,True
102281,CUST10236,2024-05-16 14:51:00,26.7,livré,,Bafoussam,Bamendzi,inconnu,43,14,Thursday,Thursday,2024-05,Edith BARKA,642614537,2024-09-28,Yaounde,Briqueterie,35.2,True
102282,CUST17279,2023-06-16 06:39:00,32.6,livré,18304.0,Douala,Akwa,inconnu,40,6,Friday,Friday,2023-06,ntongo Serge,675998319,2024-06-14,Douala,Ndokotti,51.1,True
102283,CUST12082,2024-11-29 16:21:00,5.0,annulé,43893.0,Yaounde,Biyem-Assi,inconnu,24,16,Friday,Friday,2024-11,Therese KOUYATE,683819367,2021-10-07,Douala,Mboppi,66.1,True
102284,CUST10644,2024-12-17 00:00:00,32.1,livré,4602.0,Bafoussam,Bamendzi,produit frais,29,0,Tuesday,Tuesday,2024-12,NGAMOURI Solange,650079111,2022-10-15,Bafoussam,Lekie,25.3,True
102285,CUST11405,2024-12-23 13:37:00,36.7,livré,30692.0,Yaounde,Nlongkak,pharmacie,1,13,Monday,Monday,2024-12,Nadège NGONO,614180968,2021-02-06,Yaounde,Madagascar,42.3,True
102286,CUST10317,2024-06-10 07:41:00,117.9,livré,62512.0,Yaounde,Mendong,pharmacie,4,7,Sunday,Monday,2024-06,Patrick MENDO,(+237)619121552,2023-01-07,Bafoussam,Fomekoua,52.7,True
102287,CUST11117,2024-06-05 18:12:00,60.5,livré,12984.0,Yaounde,Etoudi,restauration,15,18,Wednesday,Wednesday,2024-06,MARIAMA NKUISSI,00237669096899606529,2021-09-08,Douala,PK8,,False
102288,CUST11785,2024-09-10 17:23:00,56.7,livré,6613.0,Douala,Kotto,papeterie,44,17,Tuesday,Tuesday,2024-09,Régine BARKA,00237615066382743853,2023-11-07,Douala,Bonamoussadi,80.5,True
102289,CUST11075,2025-01-21 09:58:00,30.2,livré,8000.0,Douala,Yassa,hygiene,14,9,Tuesday,Tuesday,2025-01,GISÈLE TAKAM,655617282,2022-05-18,Douala,Cité des Palmiers,32.0,True
102290,CUST11396,2023-11-25 17:20:00,45.7,en_cours,28586.0,Bafoussam,Tamdja,articles menagers,37,17,Saturday,Saturday,2023-11,Marlène onana,(+237)677624084,2023-08-23,Yaounde,Madagascar,27.4,True
102291,CUST10240,2024-03-01 17:58:00,72.2,livré,50000.0,Yaounde,Omnisport,inconnu,43,17,Wednesday,Friday,2024-03,Norbert BARRY,622660194,2021-05-17,Yaounde,Nkomo,49.0,True
102292,CUST10851,2024-10-05 20:47:00,39.0,livré,8983.0,Douala,Mboppi,inconnu,19,20,Saturday,Saturday,2024-10,Hervé oumarou,634084236,2023-08-25,Douala,Nyalla,6.5,True
102293,CUST10841,2024-11-29 00:00:00,43.9,livré,5589.0,Douala,Deido,produit frais,22,0,Friday,Friday,2024-11,Pierre TCHAMBA,647111151,2023-04-05,Yaounde,Melen,18.6,True
102294,CUST10131,2024-03-22 12:48:00,25.1,livré,7130.0,Douala,Bonabéri,inconnu,24,12,Friday,Friday,2024-03,OUMAROU Yvette,690048665,2024-02-11,Douala,Bepanda,29.5,True
102295,CUST11418,2023-08-04 00:00:00,72.4,livré,10145.0,Douala,Cité des Palmiers,papeterie,38,0,Friday,Friday,2023-08,Aïcha ngoufo,618815720,2023-01-29,Bafoussam,Baham-Route,17.9,True
102296,CUST17212,2022-12-19 11:35:00,45.7,en_retard,11874.0,Douala,Cité des Palmiers,restauration,34,11,Monday,Monday,2022-12,,,,,,,True
102297,CUST10432,2024-01-16 00:00:00,133.3,en_retard,9466.0,Yaounde,Messa,restauration,31,0,Tuesday,Tuesday,2024-01,Fatoumata TCHOUPO,664543049,2022-03-02,Bafoussam,Tougang,37.6,True
102298,CUST10024,2022-05-02 00:00:00,82.1,livré,212070.0,Douala,Nkolmesseng,electronique,34,0,Monday,Monday,2022-05,Djeneba KOUAM,666306997,2023-10-10,Bafoussam,Ngouache,29.3,True
102299,CUST11868,2023-04-15 17:38:00,65.9,livré,11554.0,Douala,Nkolmesseng,inconnu,26,17,Saturday,Saturday,2023-04,FATIMA FOFANA,672962895,2023-04-06,Yaounde,Mendong,67.6,True
102300,CUST10418,2022-11-24 17:29:00,48.8,livré,7805.0,Douala,Bonamoussadi,epicerie,28,17,Thursday,Thursday,2022-11,Larissa ABENA,00237629876811569095,2022-07-16,Douala,Bonamoussadi,22.1,True
102301,CUST17321,2024-11-08 08:19:00,83.0,livré,13192.0,Yaounde,Ngoa-Ekele,epicerie,28,8,Sunday,Friday,2024-11,tchamba Therese,694323222,2023-09-11,Bafoussam,Pefura,28.3,True
102302,CUST10520,2024-03-03 18:44:00,85.2,livré,45791.0,Yaounde,Madagascar,pharmacie,41,18,Sunday,Sunday,2024-03,SAIDOU NDONGO,660888017,2022-03-03,Douala,Bonapriso,43.8,True
102303,CUST17343,2024-10-15 06:13:00,48.5,livré,156668.0,Yaounde,Briqueterie,electronique,43,6,Tuesday,Tuesday,2024-10,Didier doumbia,645496015,2024-05-12,Douala,Bali,68.6,True
102304,CUST10936,2024-05-12 16:23:00,31.1,livré,5907.0,Douala,PK8,restauration,9,16,Thursday,Sunday,2024-05,Sandrine BOUKAR,693893865,2021-11-06,Douala,Bali,36.4,True
102305,CUST11970,2024-02-20 09:37:00,19.1,livré,10302.0,Douala,Cité des Palmiers,boisson,28,9,Tuesday,Tuesday,2024-02,CAMARA Luc,635649468,2021-09-16,Yaounde,Mendong,21.8,True
102306,CUST10911,2024-12-10 20:28:00,30.6,livré,51993.0,Douala,New-Bell,articles menagers,42,20,Saturday,Tuesday,2024-12,KOLLO Colette,693955206,2024-07-22,Douala,Bonapriso,100.0,True
102307,CUST17161,2023-06-17 21:58:00,30.8,livré,15000.0,Bafoussam,Bamougoum,boisson,8,21,Saturday,Saturday,2023-06,,,,,,,True
102308,CUST11966,2023-02-28 16:05:00,39.6,livré,11646.0,Douala,Mboppi,boisson,43,16,Tuesday,Tuesday,2023-02,Romain SANGARE,673538641,2023-02-14,Douala,Akwa,44.8,True
102309,CUST17293,2025-01-28 17:55:00,45.7,en_cours,7074.0,Douala,Bali,restauration,44,17,Tuesday,Tuesday,2025-01,paul KOLLO,680993218,2023-04-13,Yaounde,Nkomo,68.0,True
102310,CUST11929,2023-04-12 00:01:00,45.7,livré,10139.0,Douala,Ndogpassi,boisson,9,0,Monday,Wednesday,2023-04,Régine NDONGO,660103798,2022-07-31,Douala,Bepanda,39.6,True
102311,CUST11497,2024-10-15 15:52:00,27.6,livré,16553.0,Bafoussam,Lekie,cosmetique,1,15,Tuesday,Tuesday,2024-10,JOSEPHINE CISSE,640354559,2021-11-20,Yaounde,Briqueterie,20.2,True
102312,CUST11082,2024-01-05 19:24:00,90.9,livré,5198.0,Douala,Cité des Palmiers,restauration,39,19,Friday,Friday,2024-01,NGUEFACK Baudouin,687835998,2023-01-26,Douala,Bali,33.3,True
102313,CUST12076,2025-01-16 19:51:00,45.7,livré,5328.0,Douala,Bonabéri,papeterie,43,19,Thursday,Thursday,2025-01,Pauline KAMGA,00237669741812684886,2024-06-11,Douala,PK12,14.6,True
102314,CUST11360,2022-09-05 18:30:00,77.8,livré,50863.0,Douala,Ngodi-Bakoko,articles menagers,11,18,Monday,Monday,2022-09,Rémi EPEE,00237641272553223911,2024-07-22,Yaounde,Madagascar,,True
102315,CUST11063,2024-12-29 15:28:00,32.4,livré,5837.0,Douala,Bepanda,produit frais,47,15,Sunday,Sunday,2024-12,AURELIE MONGO,642713008,2022-01-11,Douala,Nyalla,48.7,True
102316,CUST11389,2023-04-11 15:43:00,34.6,livré,9427.0,Bafoussam,Bamendzi,restauration,19,15,Tuesday,Tuesday,2023-04,Nadège kouyate,673920651,2024-07-09,Douala,Bepanda,27.4,True
102317,CUST11273,2024-09-22 00:00:00,45.7,en_cours,,Douala,Makepe,pharmacie,37,0,Sunday,Sunday,2024-09,Achille SOW,00237682017516935028,2024-09-05,Douala,Bonanjo,24.4,True
102318,CUST11140,2023-09-02 12:59:00,45.7,en_cours,27621.0,Douala,Beedi,pharmacie,30,12,Saturday,Saturday,2023-09,Yvette BILONG,682613940,2023-08-24,Yaounde,Mvog-Mbi,15.2,True
102319,CUST12071,2024-03-20 09:44:00,146.0,en_retard,4312.0,Yaounde,Mendong,produit frais,29,9,Wednesday,Wednesday,2024-03,Joël ASSOUMOU,626460116,2024-11-22,Douala,Bonamoussadi,21.8,True
102320,CUST17164,2023-01-21 18:57:00,73.6,livré,326067.0,Douala,Bonapriso,electronique,39,18,Saturday,Saturday,2023-01,,,,,,,True
102321,CUST10423,2024-10-17 00:00:00,7.0,annulé,14031.0,Douala,PK12,epicerie,33,0,Thursday,Thursday,2024-10,Flore CAMARA,658942697,2021-04-27,Douala,Nkolmesseng,34.5,True
102322,CUST11087,2023-05-10 10:37:00,27.9,livré,272759.0,Douala,Bonamoussadi,electronique,34,10,Wednesday,Wednesday,2023-05,Sylvain boukar,682287061,2022-06-03,Douala,Bepanda,35.7,True
102323,CUST11505,2023-02-24 18:59:00,67.9,livré,67287.0,Yaounde,Jouvence,vetement,18,18,Friday,Friday,2023-02,Gisèle NKOUAM,691737913,2021-06-22,Douala,Ndogpassi,17.7,True
102324,CUST11931,2024-10-16 13:57:00,36.9,livré,31573.0,Douala,Akwa,articles menagers,19,13,Wednesday,Wednesday,2024-10,GASTON ESSAMA,612179995,2024-06-30,Douala,Kotto,20.3,True
102325,CUST11410,2024-02-16 06:02:00,37.8,livré,3710.0,Yaounde,Briqueterie,hygiene,10,6,Friday,Friday,2024-02,DIALLO Lydie,624490391,2024-11-30,Douala,Akwa,30.9,True
102326,CUST10224,2024-05-15 20:23:00,34.8,livré,5689.0,Douala,Logbessou,papeterie,2,20,Wednesday,Wednesday,2024-05,ESTELLE TCHAMBA,00237619510312112541,2023-04-28,Douala,Makepe,59.1,True
102327,CUST11123,2024-08-14 17:24:00,252.0,en_retard,14717.0,Yaounde,Efoulan,cosmetique,8,17,Wednesday,Wednesday,2024-08,Fatoumata SANGARE,665026398,2021-10-20,Yaounde,Biyem-Assi,,True
102328,CUST10275,2022-11-06 00:00:00,37.3,livré,50000.0,Douala,Logbessou,inconnu,42,0,Sunday,Sunday,2022-11,CARINE BIKELE,622517517,2024-04-09,Douala,Akwa,37.3,True
102329,CUST11801,2025-02-14 22:33:00,45.7,en_retard,48646.0,Bafoussam,Tamdja,pharmacie,17,22,Friday,Friday,2025-02,Alain ETOUNDI,641880763,2024-12-02,Yaounde,Messa,44.9,True
102330,CUST10607,2022-07-13 17:43:00,36.8,livré,60335.0,Bafoussam,Famla,vetement,24,17,Wednesday,Wednesday,2022-07,EVELYNE BARRY,675041510,2022-09-27,Douala,Makepe,74.9,True
102331,CUST11444,2024-07-25 18:35:00,45.7,livré,32719.0,Bafoussam,Mossap,inconnu,15,18,Thursday,Thursday,2024-07,ISABELLE NKOLO,655490631,2024-05-31,Douala,Nkolmesseng,7.5,True
102332,CUST11191,2023-01-18 11:51:00,26.3,livré,-2529.0,Douala,New-Bell,pharmacie,24,11,Wednesday,Wednesday,2023-01,NDIKUM Norbert,631203129,2024-12-09,Douala,Cité des Palmiers,18.6,True
102333,CUST10924,2024-07-21 13:01:00,26.9,livré,23095.0,Bafoussam,Centre Ville,inconnu,30,13,Sunday,Sunday,2024-07,NJOH Hamidou,(+237)670465583,2023-12-13,Yaounde,Essos,24.7,True
102334,CUST11071,2022-09-26 13:11:00,48.0,livré,8770.0,Douala,Akwa,inconnu,39,13,Monday,Monday,2022-09,Larissa SIDIBE,628321839,2022-05-30,Douala,Beedi,24.4,True
102335,CUST11932,2023-06-01 15:25:00,40.9,livré,17315.0,Yaounde,Bastos,epicerie,41,15,Thursday,Thursday,2023-06,Khadija HASSAN,657928328,2021-05-10,Yaounde,Bastos,64.6,True
102336,CUST11322,2024-10-31 13:48:00,31.9,livré,6680.0,Douala,Kotto,boisson,34,13,Thursday,Thursday,2024-10,Evelyne NGWA,00237664776386129325,2024-02-21,Yaounde,Nlongkak,32.5,True
102337,CUST11789,2023-12-17 20:14:00,39.4,livré,13952.0,Douala,Village,restauration,39,20,Sunday,Sunday,2023-12,Joëlle nkouam,627589104,2024-01-02,Bafoussam,Ndiengdam,45.6,True
102338,CUST10681,2024-03-20 22:30:00,27.4,livré,5911.0,Douala,Nyalla,restauration,18,22,Wednesday,Wednesday,2024-03,Nadège ngono,653936531,2022-05-02,Douala,Bonanjo,70.1,True
102339,CUST90644,2024-02-10 13:44:00,27.5,livré,11511.0,Douala,Bepanda,epicerie,17,13,Wednesday,Saturday,2024-02,,,,,,,False
102340,CUST17377,2023-12-05 18:06:00,17.7,annulé,-3680.0,Douala,Bonanjo,epicerie,7,18,Friday,Tuesday,2023-12,,,,,,,True
102341,CUST11465,2024-12-03 16:50:00,37.1,livré,8000.0,Douala,Ndog-Bong,hygiene,27,16,Tuesday,Tuesday,2024-12,MARLÈNE NJIEMOUN,(+237)684674816,2021-09-21,Douala,PK12,40.9,True
102342,CUST10243,2024-11-17 18:45:00,56.4,livré,27445.0,Douala,Ngodi-Bakoko,inconnu,1,18,Sunday,Sunday,2024-11,Pauline NDJOCK,667854710,2023-12-24,Douala,Yassa,43.9,True
102343,CUST11982,2024-12-16 21:54:00,45.7,en_retard,18000.0,Douala,Bonanjo,restauration,17,21,Monday,Monday,2024-12,KOLLO Boris,661894582,2021-10-24,Bafoussam,Ngouache,100.0,True
102344,CUST17242,2023-02-04 00:00:00,45.7,en retard,-4645.0,Yaounde,Mendong,papeterie,2,0,Saturday,Saturday,2023-02,ndoumbe Modibo,633328859,2022-11-10,Yaounde,Etoudi,35.6,True
102345,CUST10075,2024-12-26 00:00:00,39.1,livré,14769.0,Yaounde,Jouvence,pharmacie,20,0,Thursday,Thursday,2024-12,PATRICIA ELA,699949389,2021-11-23,Douala,Ndog-Bong,50.9,True
102346,CUST11305,2024-12-25 13:14:00,55.8,livré,,Yaounde,Madagascar,epicerie,37,13,Wednesday,Wednesday,2024-12,TAKAM Hervé,(+237)623044889,2022-02-27,Bafoussam,Famla,76.3,True
102347,CUST10840,2024-07-29 18:41:00,49.4,livré,86153.0,Douala,Akwa,vetement,24,18,Monday,Monday,2024-07,Rémi BALDE,674988034,2021-10-31,Douala,Ndog-Bong,49.1,True
102348,CUST11531,2024-12-06 14:14:00,45.7,en_retard,35234.0,Douala,Ndokotti,cosmetique,23,14,Friday,Friday,2024-12,GISÈLE OUMAROU,631127115,2024-06-22,Douala,Kotto,24.5,True
102349,CUST10240,2024-11-07 21:21:00,53.7,livré,22569.0,Yaounde,Omnisport,inconnu,23,21,Thursday,Thursday,2024-11,Norbert BARRY,622660194,2021-05-17,Yaounde,Nkomo,49.0,True
102350,CUST10121,2024-09-22 14:34:00,39.8,livré,14296.0,Douala,Bonabéri,boisson,23,14,Sunday,Sunday,2024-09,Moussa EPEE,00237628566572467854,2023-06-20,Douala,Bonapriso,24.5,True
102351,CUST11859,2024-09-11 18:57:00,45.7,en_retard,7702.0,Yaounde,Santa Barbara,boisson,33,18,Wednesday,Wednesday,2024-09,Hawa NJIEMOUN,623298711,2021-07-04,Yaounde,Briqueterie,54.6,True
102352,CUST10756,2023-02-02 22:57:00,146.2,en_retard,9826.0,Douala,Nkolmesseng,cosmetique,20,22,Thursday,Thursday,2023-02,Joëlle BILONG,695306788,2024-12-26,Bafoussam,Djeleng,76.4,True
102353,CUST10334,2025-01-20 19:09:00,45.7,annulé,33684.0,Yaounde,Bastos,pharmacie,39,19,Monday,Monday,2025-01,Patricia BIKELE,644999379,2023-02-07,Douala,Nyalla,19.9,True
102354,CUST11337,2024-12-04 00:00:00,42.0,livré,35357.0,Yaounde,Briqueterie,pharmacie,25,0,Wednesday,Wednesday,2024-12,Hervé SANGARE,663437398,2022-03-06,Douala,Bonabéri,20.9,True
102355,CUST17115,2024-10-13 12:28:00,51.5,livré,,Douala,Bali,cosmetique,4,12,Sunday,Sunday,2024-10,OUMAR DJOUMESSI,688458327,2021-06-25,Bafoussam,Bamougoum,32.8,True
102356,CUST10987,2025-06-01 11:46:00,34.6,livré,2624.0,Douala,Bonanjo,hygiene,16,11,Monday,Sunday,2025-06,Isabelle BELLO,634359060,2022-07-25,Douala,Deido,46.7,True
102357,CUST11903,2025-01-27 18:31:00,213.8,en_retard,19013.0,Yaounde,Ngoa-Ekele,epicerie,44,18,Monday,Monday,2025-01,NKOUAM Lydie,649093864,2023-10-01,Yaounde,Ngoa-Ekele,18.5,True
102358,CUST11924,2023-08-18 18:00:00,15.6,annule,8543.0,Douala,Bonapriso,restauration,14,18,Friday,Friday,2023-08,Marcel NDONGO,(+237)662405812,2021-10-05,Douala,Logbessou,20.2,True
102359,CUST11323,2024-11-30 14:56:00,31.7,livre,14257.0,Douala,Ndogpassi,boisson,19,14,Saturday,Saturday,2024-11,,,,,,,True
102360,CUST11827,2022-01-16 08:27:00,72.0,livré,10641.0,Douala,PK8,produit frais,47,8,Sunday,Sunday,2022-01,Norbert MENGUE,696057593,2021-11-28,Bafoussam,Baham-Route,29.0,True
102361,CUST11701,2023-11-21 00:00:00,45.7,livré,24079.0,Yaounde,Efoulan,pharmacie,27,0,Tuesday,Tuesday,2023-11,Sylvain NGOUFO,673837847,2021-10-03,Douala,Ngodi-Bakoko,74.2,True
102362,CUST11736,2024-10-21 19:59:00,134.5,en_retard,6793.0,Bafoussam,Famla,restauration,4,19,Monday,Monday,2024-10,Régine BARRY,(+237)648137561,2024-02-01,Douala,Bepanda,15.7,True
102363,CUST11137,2022-07-09 20:24:00,28.6,livré,18000.0,Bafoussam,Djeleng,restauration,29,20,Saturday,Saturday,2022-07,MAROUF Romain,652501540,2023-06-13,Yaounde,Melen,,True
102364,CUST10750,2024-12-12 00:00:00,86.3,livré,11450.0,Yaounde,Ngoa-Ekele,epicerie,15,0,Thursday,Thursday,2024-12,Stanislas MBOA,611698142,2022-05-20,Bafoussam,Famla,43.6,True
102365,CUST10627,2023-08-06 16:23:00,36.5,livré,22924.0,Douala,PK12,inconnu,7,16,Sunday,Sunday,2023-08,Gustave mengue,665682626,2021-12-04,Douala,Bepanda,45.5,True
102366,CUST11332,2022-08-10 18:26:00,65.2,livré,9922.0,Douala,Kotto,restauration,4,18,Wednesday,Wednesday,2022-08,Sandrine BARKA,00237659302863692555,2024-02-06,Bafoussam,Tougang,26.5,True
102367,CUST11846,2022-04-19 20:30:00,157.8,en_retard,6247.0,Douala,New-Bell,produit frais,18,20,Tuesday,Tuesday,2022-04,BOUKAR Aline,613579612,2024-12-10,Douala,Ndokotti,60.6,True
102368,CUST10080,2025-03-01 18:29:00,23.0,annulé,18530.0,Douala,Bonapriso,epicerie,43,18,Friday,Saturday,2025-03,NDZANA Joël,(+237)695225343,2024-08-13,Yaounde,Santa Barbara,75.0,True
102369,CUST11934,2023-08-01 00:00:00,45.7,annulé,8222.0,Bafoussam,Ndiengdam,epicerie,41,0,Tuesday,Tuesday,2023-08,Florent EBOUELE,656278607,2021-09-28,Yaounde,Essos,26.5,True
102370,CUST11174,2023-12-24 09:36:00,24.0,livré,6123.0,Douala,Bonanjo,hygiene,31,9,Sunday,Sunday,2023-12,Hawa OUMAROU,661344226,2021-02-05,Yaounde,Mendong,49.2,True
102371,CUST10713,2024-07-15 14:56:00,9.1,annulé,9824.0,Douala,Bonabéri,inconnu,3,14,Monday,Monday,2024-07,MENDO Chancelle,639254705,2021-01-03,Yaounde,Mvog-Mbi,61.4,True
102372,CUST11999,2022-04-08 00:00:00,23.2,livré,11503.0,Douala,Bonanjo,restauration,14,0,Friday,Friday,2022-04,Yvette ETOUNDI,623770458,2021-01-04,Yaounde,Mimboman,7.4,True
102373,CUST11647,2023-11-19 16:20:00,18.1,livré,27571.0,Bafoussam,Bamougoum,inconnu,15,16,Sunday,Sunday,2023-11,EPEE Baudouin,630517835,2021-03-16,Douala,PK12,38.4,True
102374,CUST10457,2023-01-11 17:17:00,45.7,en_cours,50000.0,Douala,Ngodi-Bakoko,inconnu,34,17,Wednesday,Wednesday,2023-01,Ibrahim talla,639920292,2021-01-10,Yaounde,Biyem-Assi,100.0,True
102375,CUST11828,2022-04-08 00:00:00,53.6,livré,28145.0,Douala,Village,vetement,26,0,Friday,Friday,2022-04,Aurelie NDONGO,674503785,2022-05-03,Bafoussam,Ngouache,100.0,True
102376,CUST11652,2023-08-28 17:32:00,16.5,annulé,12159.0,Bafoussam,Fomekoua,papeterie,39,17,Monday,Monday,2023-08,CHRISTIANE NGONO,676319264,2023-06-18,Yaounde,Ngoa-Ekele,35.8,True
102377,CUST17185,2023-11-07 18:21:00,63.1,livré,235252.0,Douala,Makepe,electronique,36,18,Tuesday,Tuesday,2023-11,Wilfried ATEBA,690070438,2023-01-10,Douala,Bepanda,19.7,True
102378,CUST10914,2024-11-29 12:00:00,38.2,livré,10621.0,Yaounde,Elig-Edzoa,restauration,26,12,Friday,Friday,2024-11,NKODO Viviane,698641164,2023-10-05,Douala,Ndog-Bong,89.1,True
102379,CUST11655,2024-10-30 00:00:00,34.8,livre,13831.0,Douala,Bali,restauration,6,0,Wednesday,Wednesday,2024-10,Ornella sidibe,687774890,2023-07-29,Bafoussam,Centre Ville,53.3,True
102380,CUST11683,2024-12-16 22:19:00,36.9,livré,45457.0,Douala,Beedi,articles menagers,17,22,Monday,Monday,2024-12,Rémi DJOUMESSI,648530827,2021-06-12,Yaounde,Santa Barbara,42.4,True
